episode_key,split,machine,campaign,instance,episode_id,suite,task_id,group,outcome,rows,first_timestep,last_timestep,source_path
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r25,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r25,libero_object_object,3,object,success,140,0,139,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r26,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r26,libero_object_object,3,object,success,159,0,158,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r27,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r27,libero_object_object,3,object,success,135,0,134,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r28,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r28,libero_object_object,3,object,success,181,0,180,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r29,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r29,libero_object_object,3,object,success,146,0,145,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r3,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r3,libero_object_object,3,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r30,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r30,libero_object_object,3,object,success,160,0,159,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r31,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r31,libero_object_object,3,object,success,150,0,149,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r32,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r32,libero_object_object,3,object,success,135,0,134,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r33,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r33,libero_object_object,3,object,success,137,0,136,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r34,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r34,libero_object_object,3,object,success,212,0,211,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r35,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r35,libero_object_object,3,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r36,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r36,libero_object_object,3,object,success,139,0,138,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r4,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r4,libero_object_object,3,object,success,211,0,210,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r5,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r5,libero_object_object,3,object,success,148,0,147,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r6,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r6,libero_object_object,3,object,success,140,0,139,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r7,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r7,libero_object_object,3,object,success,134,0,133,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r8,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r8,libero_object_object,3,object,success,127,0,126,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t3_r9,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t3_r9,libero_object_object,3,object,success,235,0,234,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r0,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r0,libero_object_object,4,object,success,141,0,140,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r1,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r1,libero_object_object,4,object,success,138,0,137,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r10,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r10,libero_object_object,4,object,success,146,0,145,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r11,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r11,libero_object_object,4,object,success,135,0,134,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r12,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r12,libero_object_object,4,object,success,134,0,133,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r13,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r13,libero_object_object,4,object,success,140,0,139,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r14,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r14,libero_object_object,4,object,success,139,0,138,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r15,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r15,libero_object_object,4,object,success,154,0,153,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r16,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r16,libero_object_object,4,object,success,136,0,135,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r17,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r17,libero_object_object,4,object,success,147,0,146,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r18,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r18,libero_object_object,4,object,success,144,0,143,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r19,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r19,libero_object_object,4,object,success,166,0,165,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r2,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r2,libero_object_object,4,object,success,152,0,151,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r20,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r20,libero_object_object,4,object,success,140,0,139,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r21,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r21,libero_object_object,4,object,success,147,0,146,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r22,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r22,libero_object_object,4,object,success,141,0,140,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r23,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r23,libero_object_object,4,object,success,141,0,140,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r24,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r24,libero_object_object,4,object,success,160,0,159,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r25,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r25,libero_object_object,4,object,success,143,0,142,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r26,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r26,libero_object_object,4,object,success,144,0,143,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r27,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r27,libero_object_object,4,object,success,154,0,153,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r28,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r28,libero_object_object,4,object,success,152,0,151,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r29,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r29,libero_object_object,4,object,success,152,0,151,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r3,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r3,libero_object_object,4,object,success,142,0,141,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r30,failure_eval_all,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r30,libero_object_object,4,object,failure_or_timeout,300,0,299,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r31,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r31,libero_object_object,4,object,success,142,0,141,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r32,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r32,libero_object_object,4,object,success,160,0,159,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r33,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r33,libero_object_object,4,object,success,146,0,145,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r34,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r34,libero_object_object,4,object,success,190,0,189,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r35,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r35,libero_object_object,4,object,success,137,0,136,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r36,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r36,libero_object_object,4,object,success,161,0,160,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r4,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r4,libero_object_object,4,object,success,157,0,156,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r5,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r5,libero_object_object,4,object,success,144,0,143,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r6,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r6,libero_object_object,4,object,success,146,0,145,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r7,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r7,libero_object_object,4,object,success,158,0,157,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r8,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r8,libero_object_object,4,object,success,198,0,197,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t4_r9,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t4_r9,libero_object_object,4,object,success,160,0,159,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r0,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r0,libero_object_object,5,object,success,132,0,131,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r1,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r1,libero_object_object,5,object,success,137,0,136,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r10,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r10,libero_object_object,5,object,success,131,0,130,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r11,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r11,libero_object_object,5,object,success,127,0,126,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r12,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r12,libero_object_object,5,object,success,143,0,142,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r13,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r13,libero_object_object,5,object,success,141,0,140,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r14,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r14,libero_object_object,5,object,success,143,0,142,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r15,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r15,libero_object_object,5,object,success,128,0,127,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r16,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r16,libero_object_object,5,object,success,139,0,138,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r17,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r17,libero_object_object,5,object,success,121,0,120,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r18,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r18,libero_object_object,5,object,success,135,0,134,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r19,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r19,libero_object_object,5,object,success,134,0,133,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r2,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r2,libero_object_object,5,object,success,130,0,129,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r20,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r20,libero_object_object,5,object,success,126,0,125,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r21,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r21,libero_object_object,5,object,success,123,0,122,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r22,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r22,libero_object_object,5,object,success,128,0,127,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r23,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r23,libero_object_object,5,object,success,132,0,131,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r24,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r24,libero_object_object,5,object,success,122,0,121,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r25,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r25,libero_object_object,5,object,success,143,0,142,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r26,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r26,libero_object_object,5,object,success,134,0,133,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r27,success_test_id,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r27,libero_object_object,5,object,success,133,0,132,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r28,success_calib,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r28,libero_object_object,5,object,success,130,0,129,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r29,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r29,libero_object_object,5,object,success,121,0,120,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
bob|fiper_sweep_eternal|instance_A|libero_object_object_t5_r3,success_train,bob,fiper_sweep_eternal,instance_A,libero_object_object_t5_r3,libero_object_object,5,object,success,133,0,132,/media/rootalkhatib/My Passport/reda_ws/asynchvla_ws/stage9_libero_pro_risk_data/campaigns/fiper_sweep_eternal/instance_A/fiper_receding_samples.jsonl
