benchmark_episode_id	source_episode_id	scene_fingerprint_sha256	risk_split	target_category	target_variant	target_position_index	clutter_position_index
215	108615	e72c8e6dc4ac97578313781912fe51a19dd3900ffe04fd82ac76cc91eacb0c87	ood_test	box	box14	315	315
216	101016	d9bda31368cf80fce1daf5e52c13cddb63450a49f4d0c7cc7b7dd7a3a4fd4f4e	ood_test	tomato	tomato07	316	316
217	100617	10d23db2cb64536e0c9988f3c15e5cc8d3bb96ff0c7563b4d5f23a4dfed0ee0c	ood_test	tray	tray12	317	317
218	105418	a8064d0b91d07138e23017e3b274f961b4a41d74abc76500a7fd31468bebf093	ood_test	box	box15	318	318
219	101819	aa5ff6886f877d108a9982262b9c8c783d77d045931f209223952821e95717f7	ood_test	potato	potato18	319	319
220	107420	cd31b32eeb14087174cb907d08ba0c55692b07c9dbb254fb930d29ce59b19743	ood_test	apple	apple20	320	320
221	102621	39cfd1497d4e76a5a770668d5a0f47250a6ef12bf3e2741f59a11d29f265cb08	ood_test	box	box15	321	321
222	105422	0f8606706420c61326e8c071a9650702a0c4da9c0c9b38c8d09281340a65bd5a	ood_test	peach	peach06	322	322
223	100223	3ed4c058114ebf59bebf5891d09c0e131d28cfbe5017df7dda4404979ccaa366	ood_test	bottle	wbottle17	323	323
224	109824	29e49dd66f8b0dc616c5a6b7e1ff9848d63c4b2c210a3781050db30cad441735	ood_test	onion	onion10	324	324
225	106225	a9a49dc7408b065e160b84c6ee01dc7f330ba5d91ac3b433272ad339ba9477fb	ood_test	plate	plate15	325	325
226	105026	fa634b26a61a90afdad483ac55781d988128891a5639fbad708e5adf555f4535	ood_test	egg	egg13	326	326
227	103027	163cd5edb1779cc1c13380a6237ce7c7a27d089815277f2005819736ad21b7ac	ood_test	can	fcan18	327	327
228	109828	891e0b8ca82086682805538e8b015dc390a170794aff14993d7af32986ac9cdf	ood_test	tomato	tomato07	328	328
229	107029	fa7c3e956dbe524d32097a68ea3f9dc4d3b3f5d8231f28b75d4e034d750a6c27	ood_test	bottle	wbottle23	329	329
230	109830	dc148ef0506433ff1eaff90c3ee1c5844b0b2a3ac371bb6f89aaacf169d0f007	ood_test	peach	peach06	330	330
231	100631	6524548e7ebc481ea3da0feccf621b6018b336d350429d95614f2180e34b07c7	ood_test	tray	tray11	331	331
232	109832	2512ccc6089468dbf644bee916fd216608e459b62cb01557a54d7810ed8c6214	ood_test	egg	egg12	332	332
233	106633	b5172b4d6eb7c50903938f841bb54d528325fd0ffe61f8f7570eec03780b5511	ood_test	can	fcan17	333	333
234	104634	88ba6433d63f630365b81b5a9d4fc55723ce40d49ae46f67d1d7169b8b5991c4	ood_test	kiwi	kiwi07	334	334
235	104635	0474f1399946b582792cffbb8d37bd83122a4e4001b3e350a6b019c121b76eeb	ood_test	orange	orange13	335	335
236	106636	0d52ae618f7e4066ded40d26d89e26358c24ee865aa0f9218fa4e69c020f2878	ood_test	onion	onion09	336	336
237	103437	b43a87c37919eae08306b307160974ae048b2c493e0a977670b1cf7e283812cd	ood_test	avocado	avocado08	337	337
238	107438	3f5ce14bd0a51448ec1ee65b639f07180163d1a43943033cf3ee4cfa7e4ff663	ood_test	onion	onion10	338	338
239	100639	e00caa49c0d96cc2f3d01c57c9d5bc72840ce5bf972be39e8b2159f43233e5bb	ood_test	lemon	lemon15	339	339
240	103440	01087f154e5d5a4c8968019d74177452cee4470be8bfd8ba0d413d324ffd50b5	ood_test	kiwi	kiwi07	340	340
241	103041	52bfa095e0baf66ee74df2e924fcd6305f855cb308d9a9c07cb34d706e6dc4a0	ood_test	plate	plate16	341	341
242	103442	636a39cd1bce93dbe8bf85bf447de5434e372384fb57e70407f6ec0d07d9213f	ood_test	egg	egg13	342	342
243	108643	d29a7874ca2f227a57492e574626dbf26683077ed47c68fc89f412481298df46	ood_test	egg	egg13	343	343
244	103044	fb3192d79d7567cc43f53b9461c46f7c1482a4a4df9c41819821dd9f43cbdfeb	ood_test	tray	tray12	344	344
245	100645	d16c1da14c80cfc1ffb65d4c87e49ea3757c326ae5ec59ab14a164aa698b2a46	ood_test	plate	plate15	345	345
246	101046	c3f35cfd32acebb31342fe004a25e26e4cbeea03d8cd2ef1cb57bf7fa50d0657	ood_test	plate	plate16	346	346
247	102247	4bf8bc0ce713f3667964d5a03b14acae9619c81ffd69a2fd9f0247091f0999a7	ood_test	potato	potato18	347	347
248	104248	dcbd131910aae4f18b80dc238081a642a9c4bfeb80b0529f8efaae2021736457	ood_test	can	fcan17	348	348
249	104249	4482089b399f247b7fafabdc7439af7f11defb802b89ace93e5e69c9fc065362	ood_test	bowl	bowl19	349	349
250	102650	0ea5c4d05b633baded6b4c4b36092eb50af95f511de3aa707bba3302d035f08e	ood_test	lemon	lemon15	350	350
251	102651	8ae84658bd57ff1a0341b0c35e86561522b765f3726c6f79ecbc0db88384a7fc	ood_test	onion	onion09	351	351
252	101852	11e5d6f693c3c53b2ce5c09a72499aff65877c0125b44d669f347e67d34edc1b	ood_test	plate	plate15	352	352
253	103453	485c968f71c909cb09ada41c65e6ce2bd051c3956833ccddb14be52e65a5a5c6	ood_test	bottle	wbottle23	353	353
254	106254	62e9cc81e17cf8d02ba4f0c56927691fe72190a70d1b2117d438bd2b9cafd98b	ood_test	tray	tray12	354	354
255	101455	cd2c4b2e59b5c29d6b6a7a8120818379fbe93d02f148b3643cf0353d031854cd	ood_test	potato	potato18	355	355
256	108256	c2131032c8cfe1b8330a3cbf3a5c1a21de6743997fb043aeb54230e5bc71c250	ood_test	bottle	wbottle23	356	356
257	109857	484b1f600b3ea327f7f38c9b64b3a38c31fc4e910ed92d5de172c85ce952624d	ood_test	potato	potato17	357	357
258	101058	769bfc49a59559cc87e8a1015b083a09052ee86bf0e7ec7db29328a881654f10	ood_test	apple	apple20	358	358
259	107459	42e6a4ddd7f29f138927c6945fb0db740d2a3186fe4175f19a352213e140cda5	ood_test	kiwi	kiwi07	359	359
260	107060	e0a046742c88b98728d98d81d5868ebb10f51686eec3b5bce332858aa4a75560	ood_test	bowl	bowl18	360	360
261	101461	7a865c1da7abd90ceae0ac96bb397017146c96d45a8a8975448aa9c942b591a9	ood_test	beer	beer19	361	361
262	102262	552b1c111be369dcaacc3a5da0c09d7548830906edbb2defe4a4e66f68253651	ood_test	plate	plate15	362	362
263	103063	be3615683318da3adbb123847c22bfe8b0e1bd0bdc2b35c02fea0cff59834a7f	ood_test	onion	onion09	363	363
264	103864	da1d300007b4c1c25e7f743623832eb7f8c8e8deb21991dcb8200d3703744ca0	ood_test	lemon	lemon14	364	364
265	105865	65ce97b96948c373b39f0422465507f8b79587528aaf9c14aa774bd4b277dc5d	ood_test	bottle	wbottle17	365	365
266	100266	6ac8bfa1598aeebfed0a67cf2500698e0aebb55c241f1cb085442890709ad5c2	ood_test	tray	tray11	366	366
267	101467	b6644867816b8be7612196e28b1e50c8102193b4d003bc2f740fee2f30597907	ood_test	can	fcan17	367	367
268	108668	7cb299d3afdd59d029300b18bc13b86397139a8587aef331fbe660364e7263d5	ood_test	apple	apple22	368	368
269	109069	7577d396e6bc3daf321c2570120c99fe572fc348062cd6403a412bc3d162e79b	ood_test	avocado	avocado06	369	369
270	108670	e47e826565af21026fcce6c08467df4610ddb6b49043df4e7fa658d86d1de261	ood_test	lemon	lemon14	370	370
271	101071	5f5a9fd08c00965fb6d3df1d0ec170912bc57ea4120c540b2d97e56838466356	ood_test	kiwi	kiwi07	371	371
272	102272	fdaaf3bacd777e86e71be0685e77e0be8de35db244560bc4b32ec28869c66bf0	ood_test	bowl	bowl18	372	372
273	102273	d410552c9df36d31c6c8de41e7f42056b11ccf0277758ee01f015977b4ecbb99	ood_test	bottle	wbottle23	373	373
274	100274	da0fabde704f1de1f01738c528eecfe87020dcabe142454af2887182c6ba8f98	ood_test	bottle	wbottle23	374	374
275	101075	8b527349970ae0e3d1dfb353511bbb787ccee7ce153d22d7d18a75234aa67e0a	ood_test	box	box14	375	375
276	101076	61edea792333b737785b9b55e6ac29c05ade5def99e38884f44c6c8d913f43fe	ood_test	onion	onion10	376	376
277	109877	a121d21c39e35d1e8db32be72d63803afa066581c7455de23a349903abceed39	ood_test	tomato	tomato07	377	377
278	100678	f0764bb61b8cf20e43c49d308c84979072e896db6bdaa5415bdf56904dcdcef6	ood_test	kiwi	kiwi07	378	378
279	106279	76bd691ea4f93fc2f93a5499e4ba8e48d4271d5f6acafb614e08ba8529e42adf	ood_test	plate	plate16	379	379
280	100680	b19d05362931c07a4c93ba3b21a3c4abbe5bf3fea706250facd9ccf347edc2b6	ood_test	orange	orange13	380	380
281	105081	a4c69a7588912cd08cdcf60ae66164172b0e602b24e16d9e2ee331c5b03fab81	ood_test	onion	onion09	381	381
282	105482	44a7d1c8736a309cf291b1b7f0edcffd83b9e6809aee15e70f26b5073cd627fb	ood_test	potato	potato17	382	382
283	108283	dd9d21f71a3ddbe5433b1b96697ab53c7ea88f88b9b7a70eb9bfadc5f84e2c6f	ood_test	kiwi	kiwi07	383	383
284	107884	23615cb9917d203af0e22eae6f0d5382ea7272d2131565970e63aeef66018c84	ood_test	avocado	avocado08	384	384
285	103885	e0488d9420148843e4ca69646203fbde75720b073bdbbfd675d4c671b38da3a0	ood_test	lemon	lemon15	385	385
286	102286	b6fe06d4d1291e5136e63c7ce15d8c6cdbe5b332c87e7f7d060ef97e6e3e06c2	ood_test	bottle	wbottle23	386	386
287	101087	2b7399a4029c92490505d352e1ff8dc2e24b9620f011e748a16fa8cf8497b09b	ood_test	peach	peach06	387	387
288	101088	ebc54fe4c52097c8323a943192d44922d211754737742c97eeee53235b09eb5e	ood_test	avocado	avocado06	388	388
289	103089	3ad2471c34ff797b5e996ccdefbb570c605bd30240fb45a95ad38628d2b82649	ood_test	tray	tray11	389	389
290	101890	582b00674e7a1f500bd26168604dbbf8ddd4a98d59bdb134e687889afb212cb0	ood_test	plate	plate15	390	390
291	101891	17d0d631834ff2475391a5bab5b22587d10717e96bbbccc71a00708f7f289980	ood_test	box	box14	391	391
292	102692	f1bcecd59e8fec6129e399470974a3f8d241c285a4e3b1a8231ee08d2321f25e	ood_test	apple	apple20	392	392
293	101493	4c0446f22990b13e55fade486febfe2884ab645fa7b1c812c0fdcd68957d445c	ood_test	tray	tray12	393	393
294	103894	bd7f99e68f68f037cc00dfba72026383d206cc5a712f1ff6e1efb043a8b3b7d0	ood_test	lemon	lemon15	394	394
295	103895	fba7e39a07b9f5e83d9f97424b6d845740b163b0363867fdda77dc795ea1b3dc	ood_test	bottle	wbottle17	395	395
296	101096	1c35441f8e8d683d1843576d100deb2e70fd39fbc2b108acab3f939484f5e2c5	ood_test	avocado	avocado08	396	396
297	104697	7b4a7bd44c5856497bc3e13307cbb600f869b73bb64536367fd3d364ac10131c	ood_test	egg	egg13	397	397
298	104298	231fac9ce1282907d8ed4e9a21770bb640ccfbf1c8dac1994599287d8f52b81e	ood_test	box	box15	398	398
299	108299	7e08b113fc0a537f1cf5c3bb46f441db7e381408ba6ff92179f8e9e276a2f55d	ood_test	plate	plate16	399	399
300	105900	71fd2cffe96b3ab86498abe4c256b2e85449483f036024a6db91cd0650ad4071	ood_test	egg	egg13	400	400
301	105101	1918560e40199a058a5c0719aafe1a41e06b9158adfdd3e9181543ba81e52bea	ood_test	apple	apple22	401	401
302	105102	a8f6e8632eda3021c39c3380687c5cb9bfbaa94411d8635f83bb68c97fc781f6	ood_test	plate	plate15	402	402
303	100703	ac05a18ce4a4af7e91b7f2fc2ad33090bde5676408e55c3c915f29f42b756e7e	ood_test	onion	onion10	403	403
304	105904	7c6319f0da362e6c6213a11934d7da748b13246c835f41b3009045a664851a40	ood_test	tomato	tomato07	404	404
305	105905	33753cc610633dfc1f0aa7e151a4e96f32c493c0bded6a6b44e5eb6673af7b2e	ood_test	egg	egg13	405	405
306	100706	f26f4a618758697ce08568274f08ff3f1fdf4aa4a4694a3cdeb98e9352b37be3	ood_test	potato	potato18	406	406
307	100707	b602593b081c70cd68f63bb52315a954029e59fe485d2c37d629c78b3a1473a9	ood_test	bowl	bowl18	407	407
308	102708	9eade24c4cf26c8022b4248502608cf4510a939aabb3072daa647689dd977785	ood_test	lemon	lemon15	408	408
309	104709	27c31b50b30c6fdf430b4374ae13b7dfe02cefcbcd91d91ec3f240e5268f222d	ood_test	peach	peach06	409	409
310	105110	6e315d4faad06cc10fadb97cb6db9bdfc7f9db1f62c76e1d982387a5ede0894f	ood_test	bowl	bowl19	410	410
311	105911	d610becad4fd8f80cf4c6fa249c7d5c38d9c98738d908fdadabe3f6089d56b1b	ood_test	onion	onion10	411	411
312	105512	576526e5604a9c3f705478f8221d3340f2f60002d40df53107f12f0a3fcf613e	ood_test	egg	egg12	412	412
313	100313	357cf68f37fe281902caef05a78452bf424f387cb200feba46856989409da6f9	ood_test	bowl	bowl18	413	413
314	104314	250489a09e60775298204eaf712edfec3fb0ba53676b5642b8dfbde8987c24ae	ood_test	kiwi	kiwi07	414	414
315	106315	bae7c16562f055e68be3c50363e5a409994e4ffb17b2b39f7ab9d4ad51a5b719	ood_test	onion	onion10	415	415
316	109516	cfb00a44073dc972b6549c456ac056982160445aa60184579e87add582c52148	ood_test	egg	egg13	416	416
317	105917	fc8a7ad62be016a792f324a63354b1696d9bcfa2a15e7939acda79580f1abb6c	ood_test	egg	egg12	417	417
318	103118	9d29fc9e60ea3b13dedb270c2ae577e2cbd6230a809a14d3f980babdb067799a	ood_test	tray	tray12	418	418
319	100719	2bd3176a921108193ecc50d1e8668af4996770b37778007bec265772e2769ee3	ood_test	peach	peach06	419	419
320	103520	a250cfa08b1f33eee97d707b9568918371f13ef43ac49987d78a2bd08429a4e2	ood_test	plate	plate16	420	420
321	107921	371c72a9243e6e696aa385d4439d6631e9b31c1c2d277215c8134cf869cafe22	ood_test	peach	peach06	421	421
322	100722	7a872501ed6e610a0cd0937c7496062a7639d16682d2ce53096605212eb0d798	ood_test	avocado	avocado08	422	422
323	102723	8c2b722db68be09987e014135553dd08a0f3b597b62c117e37bca19eeb590839	ood_test	tomato	tomato07	423	423
324	101524	caf75d93df621bd4a01c32852e9df703b7bbc3c5806464dace86e554d731ea59	ood_test	orange	orange12	424	424
325	103525	39c07d79a4d831e857319246c478d4e1dfe0c64ed39fd0ec15193e846404d26a	ood_test	box	box15	425	425
326	106726	60b5a531b8cde29ec82e5f5db711e401e4701e3ceb60611a8126d338162bb933	ood_test	bowl	bowl19	426	426
327	100327	571b1776cd81d59ed0c11fa0ff91709390270b774103528c604aded619da8c52	ood_test	egg	egg12	427	427
328	106728	f86d85926d70cbc20f2d372680c6630c4d22cfee4c09ac2c4ab62529ff6e26cc	ood_test	beer	beer13	428	428
329	106329	5d87f8f3f64995a99fec75b34b57cadc4eef16a1b956614077e73ab67cf02537	ood_test	kiwi	kiwi07	429	429
330	101530	73bf8c2f28058111ce917ee6bab34e2f542d0db3446582ab6baa5c960d5fb363	ood_test	bowl	bowl19	430	430
331	101531	464d91b3c7b279139495211f2f512942a0e744c4069e358822f501179dbae211	ood_test	lemon	lemon14	431	431
332	102732	d49943d921174ad1c4db1f8fc5e1515668799370476440fc50cb64b26df37273	ood_test	peach	peach06	432	432
333	101533	1add7ee6d054db18fa5f2e096579d0e69f3c42267495b8c011933babdafaf8b6	ood_test	kiwi	kiwi07	433	433
334	109134	ec13b8e7a2d808fa7a6a9b4cf4eccee55acaf87d61310cf47d12590ad0d2515a	ood_test	apple	apple22	434	434
335	101935	a0071fbb6d5733bd96ee54cb5bb14f72d87e7c2ea01f948172ac7cb222da9ca1	ood_test	apple	apple22	435	435
336	101536	a6fdedfe7466b4b1cee38526c45ba3b2e84812c73daceaecd18301ce77f6949f	ood_test	avocado	avocado06	436	436
337	100337	66054d8a95fd8facf7652a29781fa9dcef7a0bd3e6d6ed898d129ff1485a6e02	ood_test	beer	beer13	437	437
338	102738	69c256b5fb56c4298670e5edcd65fd10f7521a575f9cdc932c1d371d45665856	ood_test	lemon	lemon15	438	438
339	105539	5dcf42d5b36638158390ba9d8e1cfef089fc3d20599e75cdcd41823d0ed8239c	ood_test	apple	apple22	439	439
340	104740	d009c66ecb3a4c8a5d8104321dd95edd3134bd51ccd2be25cd9a98ce5550eb36	ood_test	bowl	bowl18	440	440
341	101141	0853850977fc05300bd510ef7efcc173448acef1ac6ac14e56a76ddf844dd2c4	ood_test	apple	apple20	441	441
342	104342	40348e771070ac0ed21af630e70f57a7d5cac9e81450426d94cd02bb6f44e227	ood_test	lemon	lemon14	442	442
343	102743	01b3d357289148c8064ac81d99f4c5ccfbf413e38520ffcbd5a4600c9c5da8c3	ood_test	orange	orange12	443	443
344	100344	ddffed78f8b8aa64ee6a1092add92a168352eff49658fcfe6a633f3018681640	ood_test	apple	apple22	444	444
345	104745	b660eef0740bb3a1890f13a7cf26f4964646e958569ff9caf7d1176821880c54	ood_test	beer	beer13	445	445
346	101546	e76e8dc28adae0f713c4e50827bbb8bbadfb27231a58a6db1f33911451f870ab	ood_test	orange	orange12	446	446
347	100347	cf503d975f83d1e887b8949c68113ba85b14be31caa4843197a7356fbf63be1c	ood_test	plate	plate16	447	447
348	105148	a218de47e9a36410446a139431086da281a6833f8249ec38cabe38c8c3a9c1e0	ood_test	avocado	avocado06	448	448
349	102749	c333c7da7a2e8308f29c5ce6159cecb23a0043c38c6867fb3cc7be8a758f80d3	ood_test	bowl	bowl19	449	449
350	102350	9fdc2335464d2251f2fc11d4467798142121d590369839fbc2bf2e917b2dcec8	ood_test	lemon	lemon14	450	450
351	107551	7f275359cbb0b330235f27efabc305119bb07daca93976cf693de27ef18ce041	ood_test	tray	tray11	451	451
352	100752	46a310c61296d45f1a364198a0b4ec9d622b1d53dcb2806cbd7360489cef3118	ood_test	peach	peach06	452	452
353	101553	ab7a81d4eed9a25bc91b8dea8569bf533db6db3881d6c62b91d32d44a41a00c9	ood_test	beer	beer13	453	453
354	100354	412af0eca5fe829e59c1d801fb5032724715ddf37c37e16701c46a3bede50260	ood_test	tomato	tomato07	454	454
355	107555	0aee3b79c3b3bb14dcf4ca938952b71a6d0cf0c6f8f319f510d58c7e7cbf8fa6	ood_test	onion	onion10	455	455
356	109956	c89aae9529229e0534457076e09156ba09d05e588607e86985861158734dcc67	ood_test	potato	potato18	456	456
357	106757	a11dfbf3f1c1ea938cba6d6ff36ecae2cf523ea62ea8e33f49fbe6b723b38829	ood_test	avocado	avocado06	457	457
358	104758	fb251696ca263a804cb48d3e3826e544aace7e630432f275d85373cccf28ea19	ood_test	orange	orange12	458	458
359	101159	467e47f1f13bd6c4222fd6c95d326e018adc84869e7ae7e7b3a12866c1d3bbf2	ood_test	bowl	bowl18	459	459
360	101960	bc3884172df622e377c40593796d85995334a26ff954354c159338a9b688b0a3	ood_test	tomato	tomato07	460	460
361	106361	12f449466a09975006960298888d7cf419f3d6c52a052aa1008e8e3fe872f1dd	ood_test	bowl	bowl18	461	461
362	101562	b1c96c8bfc250da770fe7cc769673f8c83a7a33a716388fcdc52fdcb7758385a	ood_test	tomato	tomato07	462	462
363	101163	117916aecd906d505b8da962fdf2f9bfb4ac04a7b25c2263482851b33c092f2a	ood_test	beer	beer13	463	463
364	101564	2944351a2edf4cb6d5b4ac358d21676f18698aa5b399ff4b66ece16c872cce75	ood_test	apple	apple20	464	464
365	109165	b47ab3487bc03ee9f1c5fbc6375cceb16adcb92631c072f8e7159d58b0892f15	ood_test	bowl	bowl19	465	465
366	101566	bb2813b912ddee55b5f83daf8649b54830d849bcafc781d193a226bb29f0bc55	ood_test	potato	potato18	466	466
367	101967	73c445f63b4c2736faf908d4e86d3b0ca7055874c550d57dce13266df19811c5	ood_test	bowl	bowl18	467	467
368	104368	e120c4b1b6f9b24bef3b989c0c5716026fc98ea1bcd898f5e45f85c6c6ed51e9	ood_test	box	box14	468	468
369	102769	0ad30db8e82fcd45f61621a25089bcb984d38daf45d6d2d1a998c6d48e4bbabd	ood_test	kiwi	kiwi07	469	469
370	103970	d02718c7abeb9e56837f3a4bb0c3d4643aa9d4e2b1c80154cf2efd30c4c680af	ood_test	tray	tray12	470	470
371	105171	72ee0e32be9e66db957f630da417fb3f7df1b3eb5006b9ee1be1da0174f43e14	ood_test	egg	egg12	471	471
372	102372	19e0d06a0728fd4001a0bae21ab6394ba226faae91bfc63e0e57f57eeeecfa39	ood_test	bowl	bowl18	472	472
373	109573	e35c92e0c7eb2f228cb064cf17d15f62fa440f6f0ff8bbefc1f302bfcec7e90b	ood_test	can	fcan18	473	473
374	103974	416cb55da050a701124a80400dd6836a1bacc808da4a89ca725677eb4768e72b	ood_test	kiwi	kiwi07	474	474
375	100375	0b8c40dd192a10320c79262c1f775187e65809196885cf92d2bcc3fb6841bfa9	ood_test	avocado	avocado06	475	475
376	102376	1f45654d8957cf558c92d76ffb47dd5945e3da3e0cbeb491fb12e56ab950935f	ood_test	plate	plate16	476	476
377	106377	00b6bb327f891651e469194c6970fd63b068b810c79216fac703d4e58549031b	ood_test	kiwi	kiwi07	477	477
378	101978	7eb563d127c1e6b47f7fc5d94e2c17528911576dd8c4078e73235615d5d84dc6	ood_test	bottle	wbottle17	478	478
379	105979	fd55c20534999de1c7b4a17fe884f7d1e881683472e09d6b01a2c999a1bfc71a	ood_test	potato	potato18	479	479
380	100780	5145460372c4590c3c001db3223483d7d857ef8a692cf1453fe9ecd86053f696	ood_test	peach	peach06	480	480
381	105181	214413635a9c1b774156e48e96f8d71117bdb502a58de49f8572c9152128b575	ood_test	avocado	avocado08	481	481
382	108382	8888dfa65ac18fad1a9806b01cc37589013583ed48023990c13bef1dc977ecf8	ood_test	bottle	wbottle17	482	482
383	107583	56c8b61ebfc304fdd9a1c168cc59bddca0161222bccc299b1010165305ead2e9	ood_test	lemon	lemon14	483	483
384	105584	daf0275163b0d5333636cb7c8c0bf9562cb3026ada7949f9c2b459df93498609	ood_test	can	fcan17	484	484
385	106785	942940ba6a313dfc2eb371e48c65af4910c8bcdd0012d177e8e010288fad5099	ood_test	apple	apple22	485	485
386	106386	0e6c88349fb98efd51910e576ede712c8029695d3e02e4cac9aef6585e5812e3	ood_test	bowl	bowl19	486	486
387	101987	1ecd99cbd45472318b58ae710e45f248b00e7e3b68fc466c0613e33da30c634d	ood_test	can	fcan17	487	487
388	103588	85d0d9ff92f44543e83d915c57464bf9f32be87ba3940b184f1e567dd79d8e8a	ood_test	potato	potato18	488	488
389	105189	536b15b68129f667d09fe7a16250bb89f41eb8ba24b7b950ab9e6534bb5cc4b8	ood_test	avocado	avocado08	489	489
390	103990	cc70047c05de20dc928e0fff39ba0ccd3a8ffa86c8ba6932a7ddd7137f0a997e	ood_test	bottle	wbottle17	490	490
391	104791	31a0dc862f2fe94836664d2d1e14944ad6d366e472af67f83bb87c685ea7d80c	ood_test	orange	orange13	491	491
392	105992	51b4d1741c6abb738bf1edd66282ebadf6049285ef0a877ba2261ca21d12746a	ood_test	beer	beer13	492	492
393	107193	c48a0435dc54360081e0b3e40ff0366a9a1d56f270d6f0b57bef3a7e96a4bd16	ood_test	box	box14	493	493
394	109994	ae2e47eda27d8763370c58873dc0a29470ca194676ed63bb1ac638aa5043b862	ood_test	bottle	wbottle17	494	494
395	100795	4fb178626dc0f3e628d855389f20064dfb7b3bc0ba2d46f97be05509cef55c65	ood_test	tomato	tomato07	495	495
396	106396	c9809ec1d0d602b8b26c57fcd9a06b3ce4aa8a10e24444ea9515177be1e9653a	ood_test	tomato	tomato07	496	496
397	103597	d74a55d23bbad94ab8c42abab58944d9a08aaed0023b0e14d2d18c6cb395c369	ood_test	potato	potato17	497	497
398	103598	91fdf1f58df208988a0b948be53718bd8de5b607c10c7d702b5aeb7580b91ac0	ood_test	bottle	wbottle23	498	498
399	100399	8c8ce5d07d013e0c8f8ce3f51d420eea8df32560dcadb4a089b9a23634760663	ood_test	beer	beer13	499	499
